Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time min,Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
Flicka,21000147.0,21893591.0,49974754.0,15000000.0,Oct 20 2006,PG,94.0,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,,54.0,5.7,2832.0
Flubber,92993801.0,177993801.0,,80000000.0,Nov 26 1997,PG,93.0,Walt Disney Pictures,Remake,Comedy,Kids Fiction,Les Mayfield,17.0,4.6,18890.0
Flushed Away,64665672.0,177665672.0,71025931.0,149000000.0,Nov 03 2006,PG,85.0,Paramount Pictures,Original Screenplay,Comedy,Kids Fiction,Sam Fell,72.0,7.0,21334.0
Flyboys,13090630.0,14816379.0,23631077.0,60000000.0,Sep 22 2006,PG-13,139.0,MGM,Based on Real Life Events,Drama,Dramatization,Tony Bill,33.0,6.5,13934.0
Fly Me To the Moon,14543943.0,40098231.0,,25000000.0,Aug 15 2008,G,89.0,Summit Entertainment,Original Screenplay,Adventure,Kids Fiction,,17.0,4.7,1653.0
The Family Man,75764085.0,124715863.0,,60000000.0,Dec 22 2000,PG-13,126.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Brett Ratner,52.0,6.6,34090.0
Finding Nemo,339714978.0,867894287.0,,94000000.0,May 30 2003,G,100.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,Andrew Stanton,98.0,8.2,165006.0
The Fountain,10144010.0,15461638.0,8752844.0,35000000.0,Nov 22 2006,PG-13,96.0,Warner Bros.,Original Screenplay,Drama,Science Fiction,Darren Aronofsky,51.0,7.4,72562.0
Fantastic Four: Rise of the Silver Surfer,131921738.0,288215319.0,62277740.0,120000000.0,Jun 15 2007,PG,92.0,20th Century Fox,Based on Comic/Graphic Novel,Action,Super Hero,Tim Story,36.0,,
Flightplan,89706988.0,225706988.0,,55000000.0,Sep 23 2005,PG-13,93.0,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,38.0,6.2,45305.0
The Forbidden Kingdom,52075270.0,129075270.0,23318686.0,55000000.0,Apr 18 2008,PG-13,105.0,Lionsgate,Based on Book/Short Story,Action,Fantasy,Rob Minkoff,64.0,6.7,36548.0
Freedom Writers,36605602.0,43090741.0,20532539.0,21000000.0,Jan 05 2007,PG-13,122.0,Paramount Pictures,Based on Book/Short Story,Drama,Dramatization,Richard LaGravenese,69.0,7.5,18065.0
Next Friday,57176582.0,59675307.0,,9500000.0,Jan 12 2000,R,98.0,New Line,Original Screenplay,Comedy,Contemporary Fiction,Steve Carr,21.0,5.3,10176.0
Freaky Friday,110222438.0,160822438.0,,26000000.0,Aug 06 2003,PG,97.0,Walt Disney Pictures,Remake,Comedy,Contemporary Fiction,Mark Waters,88.0,6.5,29137.0
Frequency,44983704.0,68079671.0,,31000000.0,Apr 28 2000,PG-13,118.0,New Line,Original Screenplay,Drama,Science Fiction,,69.0,7.3,35968.0
Serenity,25514517.0,38514517.0,,39000000.0,Sep 30 2005,PG-13,119.0,Universal,Based on TV,Action,Science Fiction,Joss Whedon,81.0,8.0,106648.0
The Forgotton,66711892.0,111311892.0,,50000000.0,Sep 24 2004,PG-13,91.0,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Joseph Ruben,,4.9,1169.0
Friday After Next,33253609.0,33526835.0,,10000000.0,Nov 22 2002,R,85.0,New Line,Original Screenplay,Comedy,Contemporary Fiction,,25.0,5.3,6742.0
Frida,25885000.0,56298474.0,,12000000.0,Oct 25 2002,R,123.0,Miramax,Based on Real Life Events,Drama,Dramatization,,76.0,7.3,26243.0
Friday Night Lights,61255921.0,61950770.0,,30000000.0,Oct 08 2004,PG-13,117.0,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Peter Berg,81.0,7.2,20868.0
Fireproof,33451479.0,33451479.0,31898934.0,500000.0,Sep 26 2008,PG,122.0,Samuel Goldwyn Films,Original Screenplay,Drama,Contemporary Fiction,Alex Kendrick,40.0,5.6,5498.0
Frost/Nixon,18622031.0,28144586.0,6677601.0,29000000.0,Dec 05 2008,R,122.0,Universal,Based on Play,Drama,Dramatization,Ron Howard,92.0,7.9,36366.0
Factory Girl,1661464.0,1661464.0,,7000000.0,Dec 29 2006,R,90.0,MGM,Based on Real Life Events,Drama,Dramatization,,19.0,6.1,8680.0
The Full Monty,45950122.0,257938649.0,,3500000.0,Aug 13 1997,R,90.0,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,Peter Cattaneo,95.0,7.2,40877.0
Fun With Dick And Jane,110550000.0,202250000.0,29638269.0,140000000.0,Dec 21 2005,PG-13,90.0,Sony Pictures,Remake,Comedy,Contemporary Fiction,,29.0,6.3,1788.0
Fur,223202.0,2281089.0,,16800000.0,Nov 10 2006,R,121.0,Picturehouse,Based on Book/Short Story,Drama,Dramatization,,,,
For Your Consideration,5549923.0,5549923.0,,12000000.0,Nov 17 2006,PG-13,86.0,Warner Independent,Original Screenplay,Comedy,Contemporary Fiction,Christopher Guest,50.0,6.2,7780.0
The Game,48265581.0,48265581.0,,50000000.0,Sep 12 1997,R,128.0,Polygram,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David Fincher,80.0,7.7,74136.0
Gangs of New York,77730500.0,190400000.0,,97000000.0,Dec 20 2002,R,168.0,Miramax,Original Screenplay,Drama,Historical Fiction,Martin Scorsese,75.0,7.4,113378.0
Garfield,75367693.0,200802638.0,,50000000.0,Jun 11 2004,PG,80.0,20th Century Fox,Based on Comic/Graphic Novel,Comedy,Contemporary Fiction,Peter Hewitt,,4.8,19870.0
Georgia Rule,18882880.0,20819601.0,19382312.0,20000000.0,May 11 2007,R,111.0,Universal,Original Screenplay,Drama,Contemporary Fiction,Garry Marshall,17.0,5.8,10902.0
"Gone, Baby, Gone",20300218.0,34619699.0,11406490.0,19000000.0,Oct 19 2007,R,114.0,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Ben Affleck,,,
Good Boy!,37667746.0,45312217.0,,17000000.0,Oct 10 2003,PG,87.0,MGM,Based on Book/Short Story,Comedy,Kids Fiction,,45.0,5.0,1961.0
The Good German,1308696.0,1308696.0,,32000000.0,Dec 15 2006,R,104.0,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,Steven Soderbergh,32.0,6.1,13007.0
The Good Night,22441.0,22441.0,,15000000.0,Oct 05 2007,R,93.0,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,,29.0,6.0,4332.0
Gridiron Gang,38432823.0,41480851.0,34066576.0,30000000.0,Sep 15 2006,PG-13,126.0,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Phil Joanou,41.0,6.8,12400.0
Ghost Ship,30113491.0,68349884.0,,20000000.0,Oct 25 2002,R,91.0,Warner Bros.,Original Screenplay,Horror,Contemporary Fiction,,13.0,5.3,25891.0
Ghost Rider,115802596.0,237702596.0,103730683.0,120000000.0,Feb 16 2007,PG-13,110.0,Sony Pictures,Based on Comic/Graphic Novel,Action,Super Hero,Mark Steven Johnson,26.0,5.2,63235.0
Ghost Town,13252641.0,26612350.0,7574314.0,20000000.0,Sep 19 2008,PG-13,102.0,Paramount Pictures,Original Screenplay,Romantic Comedy,Fantasy,David Koepp,85.0,4.7,310.0
G.I.Jane,48169156.0,48169156.0,,50000000.0,Aug 22 1997,R,124.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Ridley Scott,,5.5,23807.0
G.I. Joe: The Rise of Cobra,150201498.0,302469019.0,69866155.0,175000000.0,Aug 07 2009,PG-13,118.0,Paramount Pictures,Based on Toy,Action,Contemporary Fiction,Stephen Sommers,,5.8,47052.0
"Girl, Interrupted",28871190.0,28871190.0,,24000000.0,Dec 21 1999,R,127.0,Sony Pictures,Based on Real Life Events,Drama,Dramatization,James Mangold,53.0,,
Gladiator,187683805.0,457683805.0,,103000000.0,May 05 2000,R,150.0,Sony Pictures,Original Screenplay,Action,Historical Fiction,Ridley Scott,77.0,8.3,279512.0
Good Luck Chuck,35017297.0,59183821.0,26234476.0,25000000.0,Sep 21 2007,R,96.0,Lionsgate,Original Screenplay,Romantic Comedy,Contemporary Fiction,,5.0,5.6,29013.0
The Green Mile,136801374.0,286601374.0,,60000000.0,Dec 10 1999,R,187.0,Warner Bros.,Based on Book/Short Story,Drama,Fantasy,Frank Darabont,77.0,8.4,198916.0
The General's Daughter,102705852.0,149705852.0,,60000000.0,Jun 18 1999,R,116.0,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Simon West,22.0,6.1,23570.0
Go!,16875273.0,28383441.0,,6500000.0,Apr 09 1999,R,103.0,Sony Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,Doug Liman,92.0,,
Goal!,4283255.0,27610873.0,12616824.0,33000000.0,May 12 2006,PG,121.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,,,6.9,16809.0
Godzilla,136314294.0,376000000.0,,125000000.0,May 19 1998,PG-13,139.0,Sony Pictures,Remake,Action,Science Fiction,Roland Emmerich,25.0,4.8,59455.0
Good Will Hunting,138433435.0,225933435.0,,10000000.0,Feb 20 1987,R,126.0,Miramax,Original Screenplay,Drama,Contemporary Fiction,Gus Van Sant,97.0,8.1,150415.0
Gosford Park,41300105.0,41300105.0,,18000000.0,Dec 26 2001,R,137.0,USA Films,Original Screenplay,Comedy,Historical Fiction,Robert Altman,86.0,7.3,36648.0
The Game Plan,90648202.0,147914546.0,50113315.0,22000000.0,Sep 22 2007,PG,110.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Andy Fickman,27.0,6.3,14984.0
Galaxy Quest,71423726.0,90523726.0,,45000000.0,Dec 25 1999,PG,104.0,Dreamworks SKG,Original Screenplay,Comedy,Science Fiction,,89.0,7.2,52507.0
Gracie,2956339.0,3036736.0,,9000000.0,Jun 01 2007,PG-13,98.0,Picturehouse,Based on Real Life Events,Drama,Dramatization,,59.0,6.2,2084.0
Garden State,26782316.0,32381151.0,,2500000.0,Jul 28 2004,R,109.0,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Zach Braff,86.0,7.9,92594.0
George Of The Jungle,105263257.0,174463257.0,,55000000.0,Jul 16 1997,PG,91.0,Walt Disney Pictures,Based on TV,Comedy,Kids Fiction,,54.0,5.3,19685.0
How the Grinch Stole Christmas,260044825.0,345141403.0,,123000000.0,Nov 17 2000,PG,104.0,Universal,Based on Book/Short Story,Comedy,Kids Fiction,Ron Howard,53.0,5.7,40310.0
Grindhouse,25031037.0,50187789.0,31070911.0,53000000.0,Apr 06 2007,R,191.0,Weinstein/Dimension,Original Screenplay,Horror,Fantasy,Robert Rodriguez,,7.9,82770.0
Wallace & Gromit: The Curse of the Were-Rabbit,56068547.0,185724838.0,35069986.0,30000000.0,Oct 05 2005,G,85.0,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Nick Park,95.0,7.9,38158.0
Grosse Point Blank,28084357.0,28084357.0,,15000000.0,Apr 11 1997,R,106.0,Walt Disney Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,,,7.4,41523.0
The Grudge 2,39143839.0,68643839.0,8293678.0,20000000.0,Oct 13 2006,PG-13,102.0,Sony Pictures,Remake,Horror,Contemporary Fiction,,10.0,4.6,16024.0
The Grudge,110359362.0,187281115.0,,10000000.0,Oct 22 2004,PG-13,96.0,Sony Pictures,Remake,Horror,Contemporary Fiction,,39.0,5.7,43218.0
Grown Ups,161094625.0,250294625.0,,75000000.0,Jun 25 2010,PG-13,102.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,9.0,5.8,13488.0
Guess Who,68915888.0,102115888.0,,35000000.0,Mar 25 2005,PG-13,103.0,Sony Pictures,Remake,Comedy,Contemporary Fiction,,43.0,5.7,15789.0
Halloween 2,33392973.0,38512850.0,6646073.0,15000000.0,Aug 28 2009,R,105.0,Weinstein/Dimension,,Horror,Fantasy,Rob Zombie,,4.5,9284.0
Hairspray,118823091.0,202823091.0,104104829.0,75000000.0,Jul 20 2007,PG,117.0,New Line,Remake,Musical,Historical Fiction,Adam Shankman,91.0,7.2,41511.0
Half Baked,17394881.0,17394881.0,,8000000.0,Jan 16 1998,R,84.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,,29.0,6.3,18791.0
The Happening,64506874.0,163403799.0,21432877.0,60000000.0,Jun 13 2008,R,89.0,20th Century Fox,Original Screenplay,Thriller/Suspense,Science Fiction,M. Night Shyamalan,18.0,5.2,72259.0
Harsh Times,3337931.0,5963961.0,2638319.0,2000000.0,Nov 10 2006,R,120.0,MGM,Original Screenplay,Drama,Contemporary Fiction,,48.0,7.0,26347.0
The House Bunny,48237389.0,70237389.0,15442818.0,25000000.0,Aug 22 2008,PG-13,98.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Fred Wolf,39.0,5.5,18964.0
Hidalgo,67286731.0,107336658.0,,78000000.0,Mar 05 2004,PG-13,136.0,Walt Disney Pictures,Original Screenplay,Western,Historical Fiction,Joe Johnston,46.0,6.6,23604.0
Hide and Seek,51100486.0,123100486.0,,25000000.0,Jan 28 2005,R,105.0,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,12.0,5.6,30891.0
Hoodwinked,51386611.0,110011106.0,31171440.0,17500000.0,Dec 16 2005,PG,80.0,Weinstein Co.,Traditional/Legend/Fairytale,Comedy,Fantasy,,,6.7,20461.0
Head of State,37788228.0,38283765.0,,35200000.0,Mar 28 2003,PG-13,95.0,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Chris Rock,30.0,5.1,8447.0
He Got Game,21567853.0,21567853.0,,25000000.0,May 01 1998,R,134.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Spike Lee,80.0,6.8,14494.0
Heist,23483357.0,28483168.0,,35000000.0,Nov 09 2001,R,109.0,New Line,Original Screenplay,Action,Contemporary Fiction,David Mamet,66.0,3.2,77.0
Hellboy,59623958.0,99823958.0,,60000000.0,Apr 02 2004,PG-13,122.0,Sony Pictures,Based on Comic/Graphic Novel,Action,Super Hero,Guillermo Del Toro,81.0,6.8,67763.0
Raising Helen,37485528.0,43340302.0,,50000000.0,May 28 2004,PG-13,119.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Garry Marshall,22.0,5.7,10526.0
Jet Li's Hero,53652140.0,177352140.0,,17000000.0,Aug 27 2004,PG-13,96.0,Miramax,Original Screenplay,Action,Historical Fiction,Yimou Zhang,,,
The Haunting,91188905.0,180188905.0,,80000000.0,Jul 23 1999,PG-13,114.0,Dreamworks SKG,Based on Book/Short Story,Horror,Contemporary Fiction,Jan De Bont,17.0,4.6,31808.0
High Crimes,41543207.0,63781100.0,,42000000.0,Apr 05 2002,PG-13,115.0,20th Century Fox,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Carl Franklin,31.0,6.1,14428.0
High Fidelity,27277055.0,47881663.0,,20000000.0,Mar 31 2000,R,114.0,Walt Disney Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Stephen Frears,92.0,7.6,69740.0
Hitch,177784257.0,366784257.0,,55000000.0,Feb 11 2005,PG-13,113.0,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Andy Tennant,69.0,5.7,89.0
Hitman,39687694.0,99965792.0,28077100.0,17500000.0,Nov 21 2007,R,93.0,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,,14.0,6.8,520.0
The Hills Have Eyes II,20804166.0,37466538.0,30512461.0,15000000.0,Mar 23 2007,R,88.0,20th Century Fox,Remake,Horror,Fantasy,,,5.0,17948.0
How to Lose Friends & Alienate People,2775593.0,12031443.0,,28000000.0,Oct 03 2008,R,109.0,MGM,Based on Book/Short Story,Comedy,Contemporary Fiction,,36.0,6.7,25756.0
Halloween: H2O,55041738.0,55041738.0,,17000000.0,Aug 05 1998,R,85.0,Miramax,,Horror,Contemporary Fiction,Steve Miner,,,
Halloween: Resurrection,30259652.0,37659652.0,,15000000.0,Jul 12 2002,R,89.0,Miramax/Dimension,,Horror,Contemporary Fiction,Rick Rosenthal,,3.9,13181.0
Home on the Range,50026353.0,76482461.0,,110000000.0,Apr 02 2004,PG,94.0,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,,54.0,5.4,4772.0
Hannibal Rising,27669725.0,80583311.0,23365803.0,50000000.0,Feb 09 2007,R,121.0,Weinstein Co.,Based on Book/Short Story,Thriller/Suspense,Historical Fiction,Peter Webber,15.0,6.0,28690.0
The Hangover,277322503.0,465132119.0,165916727.0,35000000.0,Jun 05 2009,R,99.0,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Todd Phillips,78.0,7.9,127634.0
Hanging Up,36037909.0,51867723.0,,40000000.0,Feb 18 2000,PG-13,95.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,12.0,4.3,6098.0
Holes,67383924.0,72383924.0,,20000000.0,Apr 18 2003,PG,117.0,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Andrew Davis,77.0,7.1,19388.0
The Holiday,63280000.0,205190324.0,71449071.0,85000000.0,Dec 08 2006,PG-13,131.0,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Nancy Meyers,47.0,6.9,48215.0
Hollow Man,73209340.0,191200000.0,,90000000.0,Aug 04 2000,R,112.0,Sony Pictures,Original Screenplay,Horror,Science Fiction,Paul Verhoeven,28.0,5.5,41499.0
Honey,30272254.0,62192232.0,,18000000.0,Dec 05 2003,PG-13,94.0,Universal,Original Screenplay,Drama,Contemporary Fiction,Bille Woodruff,20.0,4.6,13026.0
Hope Floats,60110313.0,81529000.0,,30000000.0,May 29 1998,PG-13,114.0,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,Forest Whitaker,23.0,5.3,9168.0
Hot Rod,13938332.0,14334401.0,24152720.0,25000000.0,Aug 03 2007,PG-13,83.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,,40.0,6.5,22250.0
The Hours,41675994.0,108775994.0,,25000000.0,Dec 27 2002,PG-13,115.0,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Stephen Daldry,80.0,7.6,44618.0
Bringing Down the House,132675402.0,164675402.0,,20000000.0,Mar 07 2003,PG-13,105.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Adam Shankman,34.0,5.4,16242.0
How High,31155435.0,31260435.0,,12000000.0,Dec 21 2001,R,93.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,,27.0,5.5,14470.0
Def Jam's How To Be a Player,14010363.0,14010363.0,,12000000.0,Aug 06 1997,R,93.0,Gramercy,Original Screenplay,Comedy,Contemporary Fiction,,,,
Harry Potter and the Chamber of Secrets,261987880.0,878987880.0,,100000000.0,Nov 15 2002,PG,161.0,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Chris Columbus,82.0,7.2,120063.0
Harry Potter and the Prisoner of Azkaban,249538952.0,795538952.0,,130000000.0,Jun 04 2004,PG,141.0,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Alfonso Cuaron,90.0,7.7,108928.0
Harry Potter and the Goblet of Fire,290013036.0,896013036.0,215701005.0,150000000.0,Nov 18 2005,PG-13,157.0,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Mike Newell,88.0,7.6,111946.0
Harry Potter and the Order of the Phoenix,292004738.0,938468864.0,220867077.0,150000000.0,Jul 11 2007,PG-13,138.0,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,David Yates,78.0,7.4,104074.0
Harry Potter and the Half-Blood Prince,301959197.0,937499905.0,103574938.0,250000000.0,Jul 15 2009,PG,153.0,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,David Yates,83.0,7.3,73720.0
Harry Potter and the Sorcerer's Stone,317557891.0,976457891.0,,125000000.0,Nov 16 2001,PG,152.0,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Chris Columbus,,7.2,132238.0
Happy Feet,198000317.0,385000317.0,203263968.0,85000000.0,Nov 17 2006,PG,108.0,Warner Bros.,Original Screenplay,Adventure,Kids Fiction,George Miller,74.0,6.7,42369.0
Hercules,99112101.0,250700000.0,,70000000.0,Jun 15 1997,G,92.0,Walt Disney Pictures,Based on Book/Short Story,Adventure,Historical Fiction,,84.0,6.8,21902.0
Hardball,40222729.0,44102389.0,,21000000.0,Sep 14 2001,PG-13,106.0,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Brian Robbins,38.0,4.1,165.0
Hard Rain,19870567.0,19870567.0,,70000000.0,Jan 16 1998,R,96.0,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,,26.0,5.6,14375.0
The Horse Whisperer,75383563.0,75383563.0,,60000000.0,May 15 1998,PG-13,168.0,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Robert Redford,71.0,6.3,15831.0
The Hitchhiker's Guide to the Galaxy,51019112.0,104019112.0,,45000000.0,Apr 29 2005,PG,103.0,Walt Disney Pictures,Based on Book/Short Story,Comedy,Science Fiction,,60.0,6.6,61513.0
Hot Fuzz,23618786.0,79197493.0,33391776.0,16000000.0,Apr 20 2007,R,121.0,Focus Features,Original Screenplay,Comedy,Contemporary Fiction,Edgar Wright,91.0,8.0,129779.0
Hulk,132177234.0,245360480.0,,137000000.0,Jun 20 2003,PG-13,138.0,Universal,Based on Comic/Graphic Novel,Action,Super Hero,Ang Lee,62.0,5.7,70844.0
The Incredible Hulk,134806913.0,263349257.0,58503066.0,137500000.0,Jun 13 2008,PG-13,112.0,Universal,Based on Comic/Graphic Novel,Adventure,Super Hero,Louis Leterrier,66.0,7.1,82419.0
The Hunchback of Notre Dame,100138851.0,325500000.0,,100000000.0,Jun 21 1996,G,86.0,Walt Disney Pictures,Based on Book/Short Story,Adventure,Historical Fiction,Gary Trousdale,73.0,6.5,19479.0
The Hunted,34234008.0,45016494.0,,55000000.0,Mar 14 2003,R,94.0,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,William Friedkin,31.0,5.8,18941.0
Starsky & Hutch,88200225.0,170200225.0,,60000000.0,Mar 05 2004,PG-13,101.0,Warner Bros.,Based on TV,Comedy,Historical Fiction,Todd Phillips,64.0,6.2,48935.0
Hollywood Homicide,30207785.0,51107785.0,,75000000.0,Jun 13 2003,PG-13,116.0,Sony/Columbia,Original Screenplay,Action,Contemporary Fiction,Ron Shelton,30.0,5.2,16452.0
Ice Age: Dawn of the Dinosaurs,196573705.0,886685941.0,87544387.0,90000000.0,Jul 01 2009,PG,93.0,20th Century Fox,Original Screenplay,Adventure,Fantasy,Carlos Saldanha,,7.1,33289.0
Ice Age,176387405.0,383257136.0,,65000000.0,Mar 15 2002,PG,81.0,20th Century Fox,Original Screenplay,Adventure,Kids Fiction,Chris Wedge,77.0,7.4,75552.0
Identity,52131264.0,90231264.0,,28000000.0,Apr 25 2003,R,90.0,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,James Mangold,62.0,7.3,57909.0
An Ideal Husband,18542974.0,18542974.0,,10700000.0,Jun 18 1999,PG-13,97.0,Miramax,Based on Play,Comedy,Historical Fiction,,86.0,6.7,8078.0
Idlewild,12669914.0,12669914.0,3120029.0,15000000.0,Aug 25 2006,R,121.0,Universal,Original Screenplay,Musical,Historical Fiction,,47.0,5.8,3056.0
Igor,19528188.0,26608350.0,12361783.0,30000000.0,Sep 19 2008,PG,86.0,MGM,Original Screenplay,Comedy,Kids Fiction,,35.0,6.0,6614.0
I Still Know What You Did Last Summer,40020622.0,40020622.0,,24000000.0,Nov 13 1998,R,101.0,Sony Pictures,Based on Book/Short Story,Horror,Contemporary Fiction,,8.0,4.1,23268.0
I Know What You Did Last Summer,72250091.0,125250091.0,,17000000.0,Oct 17 1997,R,101.0,Sony Pictures,Based on Book/Short Story,Horror,Contemporary Fiction,,36.0,5.4,36807.0
The Illusionist,39868642.0,84276175.0,38200717.0,16500000.0,Aug 18 2006,PG-13,110.0,Yari Film Group Releasing,Based on Book/Short Story,Drama,Historical Fiction,,74.0,7.7,92040.0
The Imaginarium of Doctor Parnassus,7689458.0,58692979.0,5387124.0,30000000.0,Dec 25 2009,PG-13,122.0,Sony Pictures Classics,Original Screenplay,Adventure,Fantasy,Terry Gilliam,64.0,7.1,33374.0
